"Date & Time","Date","Speed mph","excessSpeed","trainId","Speed Limit","Local Time","Location"
"2024-11-08T04:41:17.272-05:00[America/New_York]",2024-11-08,51.0419999410881,1.0419999410881,1102392,"Minor Violations","23:45 PM","East Palestine, OH"
"2024-11-09T05:36:59.875-05:00[America/New_York]",2024-11-09,44.9398404478887,-5.0601595521113,1104262,"Operating Within Limits","00:40 AM","East Palestine, OH"
"2024-11-09T10:22:48.469-05:00[America/New_York]",2024-11-09,40.004737004084,-9.995262995916,1104527,"Operating Within Limits","05:26 AM","East Palestine, OH"
"2024-11-09T18:46:21.156-05:00[America/New_York]",2024-11-09,51.3704307233717,1.3704307233717,1105133,"Minor Violations","13:50 PM","East Palestine, OH"
"2024-11-10T02:44:56.918-05:00[America/New_York]",2024-11-10,37.6568682103508,-12.3431317896492,1105650,"Operating Within Limits","21:48 PM","East Palestine, OH"
"2024-11-10T19:37:11.109-05:00[America/New_York]",2024-11-10,47.0203919799476,-2.9796080200524,1106575,"Operating Within Limits","14:41 PM","East Palestine, OH"
"2024-11-11T02:03:59.384-05:00[America/New_York]",2024-11-11,39.4858713344686,-10.5141286655314,1107171,"Operating Within Limits","21:07 PM","East Palestine, OH"
"2024-11-11T10:08:23.621-05:00[America/New_York]",2024-11-11,42.9600230360545,-7.0399769639455,1107668,"Operating Within Limits","05:12 AM","East Palestine, OH"
"2024-11-11T20:32:22.841-05:00[America/New_York]",2024-11-11,43.2031363040873,-6.7968636959127,1108503,"Operating Within Limits","15:36 PM","East Palestine, OH"
"2024-11-12T00:34:12.91-05:00[America/New_York]",2024-11-12,60.603175975028,10.603175975028,1108783,"Severe Violations of Safety Codes","19:38 PM","East Palestine, OH"
"2024-11-12T02:03:39.169-05:00[America/New_York]",2024-11-12,47.5265907113407,-2.4734092886593,1108848,"Operating Within Limits","21:07 PM","East Palestine, OH"
"2024-11-12T06:38:01.874-05:00[America/New_York]",2024-11-12,61.0112776397768,11.0112776397768,1109130,"Severe Violations of Safety Codes","01:41 AM","East Palestine, OH"
"2024-11-12T08:44:33.141-05:00[America/New_York]",2024-11-12,45.2092626254653,-4.7907373745347,1109246,"Operating Within Limits","03:48 AM","East Palestine, OH"
"2024-11-13T08:11:03.702-05:00[America/New_York]",2024-11-13,59.9864224171472,9.9864224171472,1111020,"Minor Violations","03:15 AM","East Palestine, OH"
"2024-11-13T10:35:43.647-05:00[America/New_York]",2024-11-13,52.3609528528192,2.3609528528192,1111205,"Minor Violations","05:39 AM","East Palestine, OH"
"2024-11-14T09:05:18.432-05:00[America/New_York]",2024-11-14,48.843033242028,-1.156966757972,1112986,"Operating Within Limits","04:09 AM","East Palestine, OH"
"2024-11-15T09:19:10.389-05:00[America/New_York]",2024-11-15,37.2526568572669,-12.7473431427331,1114824,"Operating Within Limits","04:23 AM","East Palestine, OH"
"2024-11-15T20:28:13.705-05:00[America/New_York]",2024-11-15,41.5333452013858,-8.4666547986142,1115886,"Operating Within Limits","15:32 PM","East Palestine, OH"
"2024-11-16T00:44:54.208-05:00[America/New_York]",2024-11-16,46.3503536981611,-3.6496463018389,1116216,"Operating Within Limits","19:48 PM","East Palestine, OH"
"2024-11-16T07:19:12.037-05:00[America/New_York]",2024-11-16,58.4394263329735,8.4394263329735,1116684,"Minor Violations","02:23 AM","East Palestine, OH"
"2024-11-16T10:16:33.209-05:00[America/New_York]",2024-11-16,19.6707264807798,-30.3292735192202,1116867,"Operating Within Limits","05:20 AM","East Palestine, OH"
"2024-11-16T21:41:13.329-05:00[America/New_York]",2024-11-16,47.883451073019,-2.116548926981,1117739,"Operating Within Limits","16:45 PM","East Palestine, OH"
"2024-11-17T01:27:32.534-05:00[America/New_York]",2024-11-17,48.2882422383865,-1.7117577616135,1118012,"Operating Within Limits","20:31 PM","East Palestine, OH"
"2024-11-17T02:19:44.786-05:00[America/New_York]",2024-11-17,65.4000499411015,15.4000499411015,1118114,"Severe Violations of Safety Codes","21:23 PM","East Palestine, OH"
"2024-11-17T08:06:34.8-05:00[America/New_York]",2024-11-17,40.4442756551627,-9.5557243448373,1118396,"Operating Within Limits","03:10 AM","East Palestine, OH"
"2024-11-18T02:51:13.018-05:00[America/New_York]",2024-11-18,43.6570049876725,-6.3429950123275,1119750,"Operating Within Limits","21:55 PM","East Palestine, OH"
"2024-11-18T03:20:15.727-05:00[America/New_York]",2024-11-18,44.543935001632,-5.456064998368,1119791,"Operating Within Limits","22:24 PM","East Palestine, OH"
"2024-11-19T03:23:29.896-05:00[America/New_York]",2024-11-19,43.1918429776428,-6.8081570223572,1121602,"Operating Within Limits","22:27 PM","East Palestine, OH"
"2024-11-19T08:41:37.871-05:00[America/New_York]",2024-11-19,36.9084237276844,-13.0915762723156,1121930,"Operating Within Limits","03:45 AM","East Palestine, OH"
"2024-11-19T13:04:10.828-05:00[America/New_York]",2024-11-19,54.0695803386657,4.0695803386657,1122316,"Minor Violations","08:08 AM","East Palestine, OH"
"2024-11-20T05:51:21.241-05:00[America/New_York]",2024-11-20,75.2651491871765,25.2651491871765,1123805,"Severe Violations of Safety Codes","00:55 AM","East Palestine, OH"
"2024-11-21T13:02:44.053-05:00[America/New_York]",2024-11-21,32.607701467994,-17.392298532006,1126218,"Operating Within Limits","08:06 AM","East Palestine, OH"
"2024-11-21T15:51:37.748-05:00[America/New_York]",2024-11-21,40.1620303503476,-9.8379696496524,1126389,"Operating Within Limits","10:55 AM","East Palestine, OH"
"2024-11-22T03:31:18.066-05:00[America/New_York]",2024-11-22,39.6986514398378,-10.3013485601622,1127362,"Operating Within Limits","22:35 PM","East Palestine, OH"
"2024-11-22T12:48:14.815-05:00[America/New_York]",2024-11-22,52.217119210327,2.217119210327,1128047,"Minor Violations","07:52 AM","East Palestine, OH"
"2024-11-22T15:30:46.324-05:00[America/New_York]",2024-11-22,43.9526049403785,-6.0473950596215,1128319,"Operating Within Limits","10:34 AM","East Palestine, OH"
"2024-11-22T15:56:43.535-05:00[America/New_York]",2024-11-22,46.4532627334628,-3.5467372665372,1128369,"Operating Within Limits","11:00 AM","East Palestine, OH"
"2024-11-22T23:49:40.289-05:00[America/New_York]",2024-11-22,55.963875623216,5.963875623216,1129481,"Minor Violations","18:53 PM","East Palestine, OH"
"2024-11-23T06:21:47.158-05:00[America/New_York]",2024-11-23,64.2793208825476,14.2793208825476,1129918,"Severe Violations of Safety Codes","01:25 AM","East Palestine, OH"
"2024-11-23T08:18:23.292-05:00[America/New_York]",2024-11-23,58.3017958638699,8.3017958638699,1130038,"Minor Violations","03:22 AM","East Palestine, OH"
"2024-11-23T14:54:48.293-05:00[America/New_York]",2024-11-23,37.0007644445105,-12.9992355554895,1130533,"Operating Within Limits","09:58 AM","East Palestine, OH"
"2024-11-24T00:32:05.018-05:00[America/New_York]",2024-11-24,22.8253943993092,-27.1746056006908,1131284,"Operating Within Limits","19:36 PM","East Palestine, OH"
"2024-11-24T09:40:41.606-05:00[America/New_York]",2024-11-24,37.8782805762357,-12.1217194237643,1131877,"Operating Within Limits","04:44 AM","East Palestine, OH"
"2024-11-24T11:13:35.824-05:00[America/New_York]",2024-11-24,54.4986092995451,4.4986092995451,1131992,"Minor Violations","06:17 AM","East Palestine, OH"
"2024-11-24T14:06:08.638-05:00[America/New_York]",2024-11-24,47.7327653087086,-2.2672346912914,1132178,"Operating Within Limits","09:10 AM","East Palestine, OH"
"2024-11-24T17:24:56.281-05:00[America/New_York]",2024-11-24,62.4655929280334,12.4655929280334,1132496,"Severe Violations of Safety Codes","12:28 PM","East Palestine, OH"
"2024-11-25T10:57:21.316-05:00[America/New_York]",2024-11-25,38.564817395428,-11.435182604572,1133814,"Operating Within Limits","06:01 AM","East Palestine, OH"
"2024-11-25T15:21:17.189-05:00[America/New_York]",2024-11-25,50.1577346151705,0.157734615170497,1134320,"Minor Violations","10:25 AM","East Palestine, OH"
"2024-11-26T00:19:20.045-05:00[America/New_York]",2024-11-26,33.0574450185894,-16.9425549814106,1135185,"Operating Within Limits","19:23 PM","East Palestine, OH"
"2024-11-26T03:33:50.257-05:00[America/New_York]",2024-11-26,45.4665889363204,-4.5334110636796,1135420,"Operating Within Limits","22:37 PM","East Palestine, OH"
"2024-11-26T09:27:38.406-05:00[America/New_York]",2024-11-26,54.7243693152897,4.7243693152897,1135934,"Minor Violations","04:31 AM","East Palestine, OH"
"2024-11-26T09:48:25.412-05:00[America/New_York]",2024-11-26,46.4844520792283,-3.5155479207717,1135927,"Operating Within Limits","04:52 AM","East Palestine, OH"
"2024-11-26T11:37:16.194-05:00[America/New_York]",2024-11-26,54.1092167023362,4.1092167023362,1136092,"Minor Violations","06:41 AM","East Palestine, OH"
"2024-11-26T11:43:42.715-05:00[America/New_York]",2024-11-26,63.7999460979867,13.7999460979867,1136135,"Severe Violations of Safety Codes","06:47 AM","East Palestine, OH"
"2024-11-27T10:42:26.672-05:00[America/New_York]",2024-11-27,69.1184554050137,19.1184554050137,1138132,"Severe Violations of Safety Codes","05:46 AM","East Palestine, OH"
"2024-11-27T14:12:06.645-05:00[America/New_York]",2024-11-27,49.4651898491085,-0.534810150891502,1138426,"Operating Within Limits","09:16 AM","East Palestine, OH"
"2024-11-28T07:08:45.949-05:00[America/New_York]",2024-11-28,61.3368757786268,11.3368757786268,1139928,"Severe Violations of Safety Codes","02:12 AM","East Palestine, OH"
"2024-11-28T09:18:12.05-05:00[America/New_York]",2024-11-28,11.079932339018,-38.920067660982,1140072,"Operating Within Limits","04:22 AM","East Palestine, OH"
"2024-11-28T15:19:50.807-05:00[America/New_York]",2024-11-28,45.6264578155895,-4.3735421844105,1140597,"Operating Within Limits","10:23 AM","East Palestine, OH"
"2024-11-29T11:35:12.141-05:00[America/New_York]",2024-11-29,43.5612162425271,-6.4387837574729,1142246,"Operating Within Limits","06:39 AM","East Palestine, OH"
"2024-11-29T18:54:27.629-05:00[America/New_York]",2024-11-29,51.1364275994552,1.1364275994552,1142894,"Minor Violations","13:58 PM","East Palestine, OH"
"2024-11-30T01:46:45.76-05:00[America/New_York]",2024-11-30,47.1661877130318,-2.8338122869682,1143408,"Operating Within Limits","20:50 PM","East Palestine, OH"
"2024-11-30T09:41:28.554-05:00[America/New_York]",2024-11-30,38.4201895803761,-11.5798104196239,1143854,"Operating Within Limits","04:45 AM","East Palestine, OH"
"2024-11-30T17:22:05.028-05:00[America/New_York]",2024-11-30,44.9148365814534,-5.0851634185466,1144404,"Operating Within Limits","12:26 PM","East Palestine, OH"
"2024-12-01T00:52:04.284-05:00[America/New_York]",2024-12-01,64.7652877003432,14.7652877003432,1144946,"Severe Violations of Safety Codes","19:56 PM","East Palestine, OH"
"2024-12-01T13:31:59.042-05:00[America/New_York]",2024-12-01,43.9910357150526,-6.0089642849474,1145677,"Operating Within Limits","08:35 AM","East Palestine, OH"
"2024-12-01T17:40:27.86-05:00[America/New_York]",2024-12-01,67.9464817616484,17.9464817616484,1146005,"Severe Violations of Safety Codes","12:44 PM","East Palestine, OH"
"2024-12-02T08:06:31.93-05:00[America/New_York]",2024-12-02,51.4582508142032,1.4582508142032,1147013,"Minor Violations","03:10 AM","East Palestine, OH"
"2024-12-02T11:51:02.237-05:00[America/New_York]",2024-12-02,54.5406029524386,4.5406029524386,1147192,"Minor Violations","06:55 AM","East Palestine, OH"
"2024-12-02T13:28:24.308-05:00[America/New_York]",2024-12-02,45.5422124194398,-4.4577875805602,1147459,"Operating Within Limits","08:32 AM","East Palestine, OH"
"2024-12-04T10:39:22.971-05:00[America/New_York]",2024-12-04,60.8624775161276,10.8624775161276,1151482,"Severe Violations of Safety Codes","05:43 AM","East Palestine, OH"
"2024-12-05T09:09:56.399-05:00[America/New_York]",2024-12-05,23.0733645224507,-26.9266354775493,1153468,"Operating Within Limits","04:13 AM","East Palestine, OH"
"2024-12-05T10:25:12.37-05:00[America/New_York]",2024-12-05,39.2952169385954,-10.7047830614046,1153582,"Operating Within Limits","05:29 AM","East Palestine, OH"
"2024-12-05T14:42:23.307-05:00[America/New_York]",2024-12-05,38.1440012109334,-11.8559987890666,1153951,"Operating Within Limits","09:46 AM","East Palestine, OH"
"2024-12-06T09:00:08.636-05:00[America/New_York]",2024-12-06,45.9590575357927,-4.0409424642073,1155594,"Operating Within Limits","04:04 AM","East Palestine, OH"
"2024-12-06T12:00:04.148-05:00[America/New_York]",2024-12-06,60.570953852015,10.570953852015,1155926,"Severe Violations of Safety Codes","07:04 AM","East Palestine, OH"
"2024-12-07T02:07:53.844-05:00[America/New_York]",2024-12-07,36.9468386922461,-13.0531613077539,1157188,"Operating Within Limits","21:11 PM","East Palestine, OH"
"2024-12-07T03:14:55.58-05:00[America/New_York]",2024-12-07,56.3465774643912,6.3465774643912,1157309,"Minor Violations","22:18 PM","East Palestine, OH"
"2024-12-08T01:11:58.08-05:00[America/New_York]",2024-12-08,39.3890511708367,-10.6109488291633,1158877,"Operating Within Limits","20:15 PM","East Palestine, OH"
"2024-12-08T06:18:53.589-05:00[America/New_York]",2024-12-08,50.5221749379213,0.522174937921299,1159181,"Minor Violations","01:22 AM","East Palestine, OH"
"2024-12-08T09:20:06.407-05:00[America/New_York]",2024-12-08,37.6730005792669,-12.3269994207331,1159361,"Operating Within Limits","04:24 AM","East Palestine, OH"
"2024-12-08T15:45:45.99-05:00[America/New_York]",2024-12-08,37.6937285065343,-12.3062714934657,1159815,"Operating Within Limits","10:49 AM","East Palestine, OH"
"2024-12-09T04:38:37.102-05:00[America/New_York]",2024-12-09,39.6466275790014,-10.3533724209986,1160702,"Operating Within Limits","23:42 PM","East Palestine, OH"
"2024-12-09T09:43:22.643-05:00[America/New_York]",2024-12-09,40.8395017055791,-9.1604982944209,1161176,"Operating Within Limits","04:47 AM","East Palestine, OH"
"2024-12-09T18:11:11.565-05:00[America/New_York]",2024-12-09,38.9097526838911,-11.0902473161089,1161910,"Operating Within Limits","13:15 PM","East Palestine, OH"
"2024-12-10T03:04:24.814-05:00[America/New_York]",2024-12-10,14.9610419092947,-35.0389580907053,1162638,"Operating Within Limits","22:08 PM","East Palestine, OH"
"2024-12-10T08:31:45.641-05:00[America/New_York]",2024-12-10,42.6284526936722,-7.3715473063278,1163028,"Operating Within Limits","03:35 AM","East Palestine, OH"
"2024-12-11T16:23:52.212-05:00[America/New_York]",2024-12-11,55.707579389363,5.707579389363,1165636,"Minor Violations","11:27 AM","East Palestine, OH"
"2024-12-13T07:18:23.049-05:00[America/New_York]",2024-12-13,56.3060621528543,6.3060621528543,1169208,"Minor Violations","02:22 AM","East Palestine, OH"
"2024-12-13T19:26:17.054-05:00[America/New_York]",2024-12-13,44.9783043564301,-5.0216956435699,1170365,"Operating Within Limits","14:30 PM","East Palestine, OH"
"2024-12-14T01:37:07.017-05:00[America/New_York]",2024-12-14,50.4736195990894,0.473619599089403,1170898,"Minor Violations","20:41 PM","East Palestine, OH"
"2024-12-14T07:14:20-05:00[America/New_York]",2024-12-14,38.8816627469526,-11.1183372530474,1171259,"Operating Within Limits",NA,"East Palestine, OH"
"2024-12-14T14:51:17.706-05:00[America/New_York]",2024-12-14,19.0501429983595,-30.9498570016405,1171883,"Operating Within Limits","09:55 AM","East Palestine, OH"
"2024-12-14T17:32:50.198-05:00[America/New_York]",2024-12-14,54.9967089741736,4.9967089741736,1172341,"Minor Violations","12:36 PM","East Palestine, OH"
"2024-12-14T19:26:41.168-05:00[America/New_York]",2024-12-14,41.9945858934263,-8.0054141065737,1172576,"Operating Within Limits","14:30 PM","East Palestine, OH"
"2024-12-14T22:03:02.617-05:00[America/New_York]",2024-12-14,57.4728809121101,7.4728809121101,1172943,"Minor Violations","17:07 PM","East Palestine, OH"
"2024-12-15T01:35:52.826-05:00[America/New_York]",2024-12-15,43.9209808346329,-6.0790191653671,1173225,"Operating Within Limits","20:39 PM","East Palestine, OH"
"2024-12-15T07:52:04.595-05:00[America/New_York]",2024-12-15,44.9131317915227,-5.0868682084773,1173594,"Operating Within Limits","02:56 AM","East Palestine, OH"
"2024-12-15T08:10:54.499-05:00[America/New_York]",2024-12-15,53.2978825584571,3.2978825584571,1173645,"Minor Violations","03:14 AM","East Palestine, OH"
"2024-12-16T01:32:26.414-05:00[America/New_York]",2024-12-16,12.9762488294201,-37.0237511705799,1174944,"Operating Within Limits","20:36 PM","East Palestine, OH"
"2024-12-16T10:16:29.319-05:00[America/New_York]",2024-12-16,35.3272450395408,-14.6727549604592,1175555,"Operating Within Limits","05:20 AM","East Palestine, OH"
"2024-12-16T10:36:29.833-05:00[America/New_York]",2024-12-16,32.4755908620826,-17.5244091379174,1175661,"Operating Within Limits","05:40 AM","East Palestine, OH"
"2024-12-16T14:40:06.68-05:00[America/New_York]",2024-12-16,44.8174726627901,-5.1825273372099,1176000,"Operating Within Limits","09:44 AM","East Palestine, OH"
"2024-12-17T07:57:33.078-05:00[America/New_York]",2024-12-17,43.3622669617439,-6.6377330382561,1177496,"Operating Within Limits","03:01 AM","East Palestine, OH"
"2024-12-17T14:21:37.066-05:00[America/New_York]",2024-12-17,42.3091020493091,-7.6908979506909,1178066,"Operating Within Limits","09:25 AM","East Palestine, OH"
"2024-12-19T07:48:08.033-05:00[America/New_York]",2024-12-19,47.6278704917089,-2.3721295082911,1181853,"Operating Within Limits","02:52 AM","East Palestine, OH"
"2024-12-20T08:42:14.384-05:00[America/New_York]",2024-12-20,37.947848401775,-12.052151598225,1184250,"Operating Within Limits","03:46 AM","East Palestine, OH"
"2024-12-20T14:05:58.861-05:00[America/New_York]",2024-12-20,65.6740448666867,15.6740448666867,1184855,"Severe Violations of Safety Codes","09:09 AM","East Palestine, OH"
"2024-12-21T09:09:23.157-05:00[America/New_York]",2024-12-21,57.6587202009345,7.6587202009345,1186475,"Minor Violations","04:13 AM","East Palestine, OH"
"2024-12-21T15:35:45.373-05:00[America/New_York]",2024-12-21,33.2118158080541,-16.7881841919459,1186954,"Operating Within Limits","10:39 AM","East Palestine, OH"
"2024-12-22T18:24:37.795-05:00[America/New_York]",2024-12-22,31.118170312153,-18.881829687847,1188855,"Operating Within Limits","13:28 PM","East Palestine, OH"
"2024-12-23T10:30:26.44-05:00[America/New_York]",2024-12-23,60.6225791835159,10.6225791835159,1190154,"Severe Violations of Safety Codes","05:34 AM","East Palestine, OH"
"2024-12-23T12:45:56.159-05:00[America/New_York]",2024-12-23,48.8494341976804,-1.1505658023196,1190295,"Operating Within Limits","07:49 AM","East Palestine, OH"
"2024-12-23T14:47:39.37-05:00[America/New_York]",2024-12-23,61.9470796945325,11.9470796945325,1190453,"Severe Violations of Safety Codes","09:51 AM","East Palestine, OH"
"2024-12-24T08:52:28.533-05:00[America/New_York]",2024-12-24,44.9569711691319,-5.0430288308681,1191878,"Operating Within Limits","03:56 AM","East Palestine, OH"
"2024-12-24T09:47:09.375-05:00[America/New_York]",2024-12-24,55.8616143943498,5.8616143943498,1191987,"Minor Violations","04:51 AM","East Palestine, OH"
"2024-12-25T23:07:02.062-05:00[America/New_York]",2024-12-25,33.9658048094302,-16.0341951905698,1194163,"Operating Within Limits","18:11 PM","East Palestine, OH"
"2024-12-26T20:46:34.584-05:00[America/New_York]",2024-12-26,63.7361340288679,13.7361340288679,1195548,"Severe Violations of Safety Codes","15:50 PM","East Palestine, OH"
"2024-12-27T09:00:11.231-05:00[America/New_York]",2024-12-27,56.4152093046659,6.4152093046659,1196484,"Minor Violations","04:04 AM","East Palestine, OH"
"2024-12-27T09:01:50.831-05:00[America/New_York]",2024-12-27,18.8609401036147,-31.1390598963853,1196385,"Operating Within Limits","04:05 AM","East Palestine, OH"
"2024-12-27T14:30:42.109-05:00[America/New_York]",2024-12-27,48.6641951320865,-1.3358048679135,1196930,"Operating Within Limits","09:34 AM","East Palestine, OH"
"2024-12-28T09:31:55.445-05:00[America/New_York]",2024-12-28,54.3838985072406,4.3838985072406,1198453,"Minor Violations","04:35 AM","East Palestine, OH"
"2024-12-29T09:05:29.807-05:00[America/New_York]",2024-12-29,47.9624506320391,-2.0375493679609,1200291,"Operating Within Limits","04:09 AM","East Palestine, OH"
"2024-12-29T14:56:19.68-05:00[America/New_York]",2024-12-29,52.389541795721,2.389541795721,1200725,"Minor Violations","10:00 AM","East Palestine, OH"
"2024-12-30T06:46:04.621-05:00[America/New_York]",2024-12-30,39.6081895326601,-10.3918104673399,1201976,"Operating Within Limits","01:50 AM","East Palestine, OH"
"2024-12-30T20:46:30.832-05:00[America/New_York]",2024-12-30,54.2409179163836,4.2409179163836,1203178,"Minor Violations","15:50 PM","East Palestine, OH"
"2024-12-31T01:32:29.916-05:00[America/New_York]",2024-12-31,44.8460675299844,-5.1539324700156,1203602,"Operating Within Limits","20:36 PM","East Palestine, OH"
"2024-12-31T08:56:27.5-05:00[America/New_York]",2024-12-31,47.7670838588528,-2.2329161411472,1204180,"Operating Within Limits","04:00 AM","East Palestine, OH"
"2025-01-01T00:09:50.577-05:00[America/New_York]",2025-01-01,52.3219651900643,2.3219651900643,1205716,"Minor Violations","19:13 PM","East Palestine, OH"
"2025-01-01T13:21:28.928-05:00[America/New_York]",2025-01-01,43.5492201072049,-6.4507798927951,1206531,"Operating Within Limits","08:25 AM","East Palestine, OH"
"2025-01-02T06:00:02.715-05:00[America/New_York]",2025-01-02,62.5877839584287,12.5877839584287,1207695,"Severe Violations of Safety Codes","01:04 AM","East Palestine, OH"
"2025-01-02T14:55:52.998-05:00[America/New_York]",2025-01-02,40.8378722882877,-9.1621277117123,1208395,"Operating Within Limits","09:59 AM","East Palestine, OH"
"2025-01-04T02:57:26.361-05:00[America/New_York]",2025-01-04,49.5772163118864,-0.422783688113597,1211132,"Operating Within Limits","22:01 PM","East Palestine, OH"
"2025-01-04T08:02:49.223-05:00[America/New_York]",2025-01-04,44.9824357993085,-5.0175642006915,1211702,"Operating Within Limits","03:06 AM","East Palestine, OH"
"2025-01-04T09:52:06.487-05:00[America/New_York]",2025-01-04,55.2800879762657,5.2800879762657,1211854,"Minor Violations","04:56 AM","East Palestine, OH"
"2025-01-05T12:41:54.25-05:00[America/New_York]",2025-01-05,53.1591248879796,3.1591248879796,1213791,"Minor Violations","07:45 AM","East Palestine, OH"
"2025-01-05T13:10:12.729-05:00[America/New_York]",2025-01-05,42.0895909849121,-7.9104090150879,1213778,"Operating Within Limits","08:14 AM","East Palestine, OH"
"2025-01-05T19:40:39.002-05:00[America/New_York]",2025-01-05,7.86636477268039,-42.1336352273196,1214227,"Operating Within Limits","14:44 PM","East Palestine, OH"
"2025-01-06T12:09:30.814-05:00[America/New_York]",2025-01-06,46.2877943650884,-3.7122056349116,1215580,"Operating Within Limits","07:13 AM","East Palestine, OH"
"2025-01-06T14:44:18.892-05:00[America/New_York]",2025-01-06,20.8749355150157,-29.1250644849843,1215791,"Operating Within Limits","09:48 AM","East Palestine, OH"
"2025-01-06T18:41:07.31-05:00[America/New_York]",2025-01-06,55.769613956509,5.769613956509,1216236,"Minor Violations","13:45 PM","East Palestine, OH"
"2025-01-07T12:24:43.974-05:00[America/New_York]",2025-01-07,43.4657108190838,-6.5342891809162,1217627,"Operating Within Limits","07:28 AM","East Palestine, OH"
"2025-01-07T14:25:20.918-05:00[America/New_York]",2025-01-07,50.0211095438664,0.0211095438664017,1217762,"Minor Violations","09:29 AM","East Palestine, OH"
"2025-01-08T00:36:56.052-05:00[America/New_York]",2025-01-08,44.9502888521838,-5.0497111478162,1218817,"Operating Within Limits","19:40 PM","East Palestine, OH"
"2025-01-08T09:40:55.133-05:00[America/New_York]",2025-01-08,44.5718320188069,-5.4281679811931,1219318,"Operating Within Limits","04:44 AM","East Palestine, OH"
"2025-01-09T09:37:42.409-05:00[America/New_York]",2025-01-09,37.9168009494189,-12.0831990505811,1221599,"Operating Within Limits","04:41 AM","East Palestine, OH"
"2025-01-09T15:45:51.139-05:00[America/New_York]",2025-01-09,38.5776516909688,-11.4223483090312,1222240,"Operating Within Limits","10:49 AM","East Palestine, OH"
"2025-01-09T23:19:06.875-05:00[America/New_York]",2025-01-09,48.3408363416879,-1.6591636583121,1223050,"Operating Within Limits","18:23 PM","East Palestine, OH"
"2025-01-10T02:53:02.204-05:00[America/New_York]",2025-01-10,55.4682319524604,5.4682319524604,1223343,"Minor Violations","21:57 PM","East Palestine, OH"
"2025-01-10T04:29:31.553-05:00[America/New_York]",2025-01-10,32.2211916465971,-17.7788083534029,1223338,"Operating Within Limits","23:33 PM","East Palestine, OH"
"2025-01-10T08:21:45.444-05:00[America/New_York]",2025-01-10,42.6790522507317,-7.3209477492683,1223716,"Operating Within Limits","03:25 AM","East Palestine, OH"
"2025-01-10T10:43:47.497-05:00[America/New_York]",2025-01-10,55.264830190036,5.264830190036,1224004,"Minor Violations","05:47 AM","East Palestine, OH"
